Asset-Regular,B
FiraSansCondensed-Bold,B
0.044850245118141174,-0.4338316023349762
0.4077918827533722,-0.41737139225006104
0.6372978091239929,-0.30405235290527344
0.6370549201965332,-0.1330089569091797
0.4257064461708069,0.07415597885847092
-0.10549236088991165,0.04767880216240883
-0.3290559947490692,0.017459142953157425
-0.05855738744139671,0.04919480159878731
0.21271146833896637,0.07423991709947586
0.3858247995376587,0.10110734403133392
0.5600169897079468,0.16632455587387085
0.657565712928772,0.2377316951751709
0.6689581871032715,0.32814258337020874
0.6190620064735413,0.437391459941864
0.5401179194450378,0.5135356783866882
0.42256706953048706,0.5546988248825073
0.27332818508148193,0.5692439079284668
0.08714836090803146,0.5668745040893555
-0.12068377435207367,0.538119912147522
-0.30045536160469055,0.47364541888237
-0.40555524826049805,0.38154137134552
-0.4468991160392761,0.2669677734375
-0.44742143154144287,0.12539204955101013
-0.41665729880332947,-0.023061221465468407
-0.3578342795372009,-0.15229137241840363
-0.27603858709335327,-0.2508877217769623
-0.18047338724136353,-0.31978675723075867
-0.08276709169149399,-0.3638422191143036
0.006861899513751268,-0.38990727066993713
0.08977392315864563,-0.4060434401035309
