SourceSans3-Italic[wght],N
BaiJamjuree-Italic,N
0.49828094244003296,-0.5185643434524536
0.2845848500728607,0.5863070487976074
0.22058621048927307,0.5257763266563416
-0.13311220705509186,-0.3533991277217865
-0.2024690806865692,-0.4854683578014374
-0.21202893555164337,-0.48955053091049194
-0.2349148839712143,-0.44309356808662415
-0.27114006876945496,-0.3228580951690674
-0.31547874212265015,-0.08524248749017715
-0.36778876185417175,0.2268247753381729
-0.4083684980869293,0.45870310068130493
-0.4349363446235657,0.5701717138290405
-0.45367753505706787,0.6026556491851807
-0.45124155282974243,0.6019877195358276
-0.4416283071041107,0.5892863273620605
-0.43559834361076355,0.5764358043670654
-0.4332181215286255,0.5669354200363159
-0.4324488043785095,0.5605964660644531
-0.4322218596935272,0.5566667914390564
-0.43219834566116333,0.554416298866272
-0.43227002024650574,0.5532145500183105
-0.43238380551338196,0.5525901913642883
-0.4325055778026581,0.552238941192627
-0.43261444568634033,0.55198734998703
-0.4326993525028229,0.55174720287323
-0.4327552020549774,0.5514780282974243
-0.43277987837791443,0.5511624813079834
-0.4327727258205414,0.5507937669754028
-0.43273380398750305,0.5503687262535095
-0.4326636493206024,0.5498844981193542
