SourceSans3-Italic[wght],N
BaiJamjuree-Italic,N
0.5265020132064819,-0.540338397026062
0.32147496938705444,0.5693055391311646
0.252282053232193,0.4977734088897705
-0.15884345769882202,-0.3673708438873291
-0.24075502157211304,-0.49971336126327515
-0.2456750124692917,-0.5063706040382385
-0.265252947807312,-0.46389371156692505
-0.2992435693740845,-0.35558000206947327
-0.33962422609329224,-0.13929152488708496
-0.38832780718803406,0.16547562181949615
-0.4294198453426361,0.4105621576309204
-0.4550698399543762,0.5420805215835571
-0.47306859493255615,0.5857074856758118
-0.4735657870769501,0.589619517326355
-0.46557560563087463,0.5783750414848328
-0.4599572420120239,0.5655553340911865
-0.4577268064022064,0.5560467839241028
-0.45717960596084595,0.5501388311386108
-0.4572429656982422,0.5469987392425537
-0.45751407742500305,0.5456752181053162
-0.4578459858894348,0.5453758239746094
-0.45817577838897705,0.5455607771873474
-0.4584760069847107,0.5459198951721191
-0.45873790979385376,0.5463002920150757
-0.4589611291885376,0.5466378927230835
-0.459148645401001,0.5469119548797607
-0.4593033492565155,0.5471193194389343
-0.45942777395248413,0.5472623109817505
-0.4595237672328949,0.5473439693450928
-0.45959290862083435,0.547366738319397
