SourceSans3-Italic[wght],N
BaiJamjuree-Italic,N
0.5314090847969055,-0.5439846515655518
0.3286159038543701,0.5657150745391846
0.2577540874481201,0.4921387732028961
-0.1636476218700409,-0.3695145845413208
-0.24841025471687317,-0.5025429725646973
-0.2526363134384155,-0.5095759630203247
-0.27151256799697876,-0.46772682666778564
-0.30500757694244385,-0.3615195155143738
-0.3445782959461212,-0.149236798286438
-0.39243677258491516,0.15365101397037506
-0.4334379732608795,0.4007863700389862
-0.458912193775177,0.5361015200614929
-0.4767060875892639,0.5822163820266724
-0.4777190387248993,0.5871844291687012
-0.470081090927124,0.5763078331947327
-0.46456965804100037,0.5635131597518921
-0.46237272024154663,0.5539947748184204
-0.4618641138076782,0.5481566190719604
-0.46197810769081116,0.5451583862304688
-0.46230193972587585,0.5440073013305664
-0.46268123388290405,0.5438786745071411
-0.463050901889801,0.5442183017730713
-0.46338433027267456,0.5447137355804443
-0.4636746644973755,0.5452150702476501
-0.46392375230789185,0.5456629991531372
-0.46413561701774597,0.5460399389266968
-0.46431422233581543,0.5463451147079468
-0.4644625186920166,0.5465824604034424
-0.46458274126052856,0.5467559099197388
-0.46467673778533936,0.5468688011169434
