SourceSans3-Italic[wght],N
BaiJamjuree-Italic,N
0.491860032081604,-0.5133739709854126
0.277005136013031,0.5896449089050293
0.2133515328168869,0.5313501358032227
-0.12766163051128387,-0.34984564781188965
-0.19494181871414185,-0.4826994836330414
-0.20557284355163574,-0.4861185550689697
-0.22904464602470398,-0.43867185711860657
-0.2656443119049072,-0.3157464265823364
-0.31072738766670227,-0.07363046705722809
-0.36359572410583496,0.23942255973815918
-0.40388429164886475,0.4680826961994171
-0.43068188428878784,0.5754491090774536
-0.4495139718055725,0.605995774269104
-0.44642484188079834,0.6045398712158203
-0.43650883436203003,0.5916074514389038
-0.43041566014289856,0.5787537097930908
-0.42800647020339966,0.5692397356033325
-0.4271853268146515,0.5627962350845337
-0.42689114809036255,0.5586915612220764
-0.42680028080940247,0.5562410354614258
-0.42681288719177246,0.5548462867736816
-0.4268776476383209,0.5540493726730347
-0.42695873975753784,0.5535459518432617
-0.4270326495170593,0.553158164024353
-0.427085816860199,0.5527924299240112
-0.42711126804351807,0.5524033308029175
-0.427105575799942,0.5519705414772034
-0.42706745862960815,0.5514846444129944
-0.42699646949768066,0.5509411096572876
-0.4268926680088043,0.550335705280304
