SourceSans3-Italic[wght],N
BaiJamjuree-Italic,N
0.5405453443527222,-0.5507262349128723
0.3426453173160553,0.5582225322723389
0.26790252327919006,0.4807988703250885
-0.17295029759407043,-0.37332820892333984
-0.26366814970970154,-0.5081221461296082
-0.2667505741119385,-0.515755832195282
-0.28421154618263245,-0.4749979078769684
-0.31668901443481445,-0.3727343678474426
-0.3546505868434906,-0.16816163063049316
-0.40074193477630615,0.13061992824077606
-0.44137224555015564,0.3812479078769684
-0.46647152304649353,0.5237934589385986
-0.48380595445632935,0.5750734806060791
-0.4857647120952606,0.5822993516921997
-0.47885552048683167,0.5722499489784241
-0.473585844039917,0.5595417022705078
-0.47146299481391907,0.5500040054321289
-0.47102752327919006,0.54429030418396
-0.4712372124195099,0.5415589213371277
-0.47166258096694946,0.5407395958900452
-0.47213441133499146,0.5409439206123352
-0.4725828468799591,0.5415875911712646
-0.47298234701156616,0.5423526763916016
-0.4733297526836395,0.5430946350097656
-0.473630428314209,0.5437616109848022
-0.4738909602165222,0.5443427562713623
-0.47411713004112244,0.5448415875434875
-0.47431284189224243,0.5452647805213928
-0.47448086738586426,0.5456182956695557
-0.47462329268455505,0.5459064245223999
