SourceSans3-Italic[wght],N
BaiJamjuree-Italic,N
0.504436731338501,-0.5234509110450745
0.29210638999938965,0.582974910736084
0.227522611618042,0.5201929807662964
-0.13847683370113373,-0.35668331384658813
-0.21007463335990906,-0.4882872700691223
-0.21858632564544678,-0.4929794371128082
-0.24085362255573273,-0.44744086265563965
-0.2766752541065216,-0.329787015914917
-0.3202478289604187,-0.0965985357761383
-0.37193799018859863,0.2143145501613617
-0.41274774074554443,0.4492230713367462
-0.4391099214553833,0.5647854208946228
-0.45774123072624207,0.5993077754974365
-0.4559359848499298,0.5994679927825928
-0.44663092494010925,0.5870146751403809
-0.4406694173812866,0.5741652250289917
-0.4383179545402527,0.5646721720695496
-0.43759772181510925,0.5584312677383423
-0.437434583902359,0.5546704530715942
-0.4374751150608063,0.5526146292686462
-0.4376029968261719,0.5516009330749512
-0.4377633035182953,0.5511448979377747
-0.43792352080345154,0.5509412288665771
-0.4380653500556946,0.5508216023445129
-0.43818023800849915,0.5507027506828308
-0.4382646381855011,0.5505484342575073
-0.4383176565170288,0.5503445863723755
-0.4383394420146942,0.5500863790512085
-0.43833035230636597,0.5497722625732422
-0.4382912218570709,0.5494007468223572
