SourceSans3-Italic[wght],N
BaiJamjuree-Italic,N
0.5213581323623657,-0.5364803075790405
0.3142505884170532,0.5728104710578918
0.24653102457523346,0.5033928751945496
-0.1539260298013687,-0.3650358319282532
-0.2330838143825531,-0.49686312675476074
-0.23878483474254608,-0.5030977725982666
-0.25905701518058777,-0.4599396586418152
-0.2935310900211334,-0.3494304418563843
-0.33472058176994324,-0.1290445774793625
-0.3842357099056244,0.17747290432453156
-0.42535409331321716,0.42031070590019226
-0.45117640495300293,0.5479373931884766
-0.4693620800971985,0.5891542434692383
-0.46931788325309753,0.5920586585998535
-0.4609849750995636,0.580474853515625
-0.45526883006095886,0.5676393508911133
-0.45300647616386414,0.5581393241882324
-0.45241910219192505,0.5521565675735474
-0.4524295926094055,0.548869252204895
-0.45264631509780884,0.5473690032958984
-0.45292964577674866,0.5468959808349609
-0.45321887731552124,0.546924352645874
-0.45348551869392395,0.5471459627151489
-0.4537186026573181,0.5474040508270264
-0.4539158046245575,0.5476304888725281
-0.4540785849094391,0.547800600528717
-0.4542090594768524,0.5479087829589844
-0.4543091058731079,0.5479557514190674
-0.4543802738189697,0.5479435920715332
-0.45442402362823486,0.547873854637146
