SairaExtraCondensed-Bold,Z
Schoolbell-Regular,Z
0.3045104444026947,0.5182145833969116
-0.2688244581222534,0.5201655030250549
-0.2319587916135788,0.34897416830062866
0.05182059109210968,-0.04823806509375572
0.257284939289093,-0.3792509138584137
0.2867654860019684,-0.5009332299232483
0.26211416721343994,-0.5148968696594238
0.24127516150474548,-0.5208636522293091
0.20616425573825836,-0.5268107056617737
0.1512870192527771,-0.5294631123542786
0.08166312426328659,-0.5300858616828918
0.007547119632363319,-0.5301765203475952
-0.058968767523765564,-0.5303336381912231
-0.11067696660757065,-0.5304481387138367
-0.1478903591632843,-0.5303654074668884
-0.1744322031736374,-0.5301294922828674
-0.19391676783561707,-0.5298582315444946
-0.20870664715766907,-0.5296212434768677
-0.22019031643867493,-0.5294105410575867
-0.22924229502677917,-0.5291736125946045
-0.23652268946170807,-0.5289008021354675
-0.2424692064523697,-0.5286810398101807
-0.24716715514659882,-0.5286020040512085
-0.2506224513053894,-0.528657853603363
-0.2530020475387573,-0.5287895202636719
-0.25453245639801025,-0.5289461016654968
-0.2553922235965729,-0.5290980935096741
-0.2557065486907959,-0.5292292237281799
-0.25557011365890503,-0.5293303728103638
-0.2550605833530426,-0.5293955206871033
