SairaExtraCondensed-Bold,Z
Schoolbell-Regular,Z
0.17649461328983307,0.546512246131897
-0.17808116972446442,0.5418339967727661
-0.15577425062656403,0.3911643624305725
0.005644758697599173,0.012646278366446495
0.14345669746398926,-0.31186893582344055
0.17223984003067017,-0.445907860994339
0.16246213018894196,-0.4707297086715698
0.16124600172042847,-0.47977545857429504
0.1605047732591629,-0.4869261085987091
0.15387025475502014,-0.48978906869888306
0.13808463513851166,-0.4896062910556793
0.1119559034705162,-0.488566130399704
0.0773211121559143,-0.48795339465141296
0.038467083126306534,-0.4880985915660858
0.0004885605885647237,-0.4888570308685303
-0.032514844089746475,-0.48995622992515564
-0.05881825461983681,-0.4911765456199646
-0.07887270301580429,-0.492405503988266
-0.09408029168844223,-0.493602991104126
-0.10581361502408981,-0.49475228786468506
-0.11506874114274979,-0.4958316683769226
-0.12249315530061722,-0.49680641293525696
-0.12851446866989136,-0.497627317905426
-0.1334606409072876,-0.49824824929237366
-0.13763108849525452,-0.49867674708366394
-0.1412278115749359,-0.49901238083839417
-0.14422345161437988,-0.4993785321712494
-0.14649304747581482,-0.4998261630535126
-0.14804090559482574,-0.5003300905227661
-0.148989737033844,-0.5008459091186523
