SairaExtraCondensed-Bold,Z
Schoolbell-Regular,Z
0.15213558077812195,0.5529100298881531
-0.16143889725208282,0.5449461936950684
-0.14126981794834137,0.3980657160282135
4.6795234084129333e-05,0.024051589891314507
0.12296139448881149,-0.29723986983299255
0.1505848616361618,-0.4329927861690521
0.14310294389724731,-0.4608788788318634
0.14297112822532654,-0.47131019830703735
0.1450793743133545,-0.4798026382923126
0.14454366266727448,-0.4841487407684326
0.13910186290740967,-0.4847516119480133
0.12671269476413727,-0.4832628667354584
0.10570462793111801,-0.4813638925552368
0.07673589885234833,-0.4801766872406006
0.043288134038448334,-0.48000597953796387
0.00999610684812069,-0.48064717650413513
-0.019356511533260345,-0.4817667603492737
-0.04305309057235718,-0.4830997586250305
-0.06129033491015434,-0.4844949245452881
-0.07517935335636139,-0.4858822822570801
-0.08589506149291992,-0.48722735047340393
-0.09433169662952423,-0.4885041415691376
-0.10108877718448639,-0.48968440294265747
-0.106561079621315,-0.49073249101638794
-0.11102961748838425,-0.49160414934158325
-0.11473546922206879,-0.49226415157318115
-0.11791060119867325,-0.4927331507205963
-0.12069492787122726,-0.49311280250549316
-0.12303490936756134,-0.4935204088687897
-0.12480706721544266,-0.4940054714679718
