SairaExtraCondensed-Bold,Z
Schoolbell-Regular,Z
0.20037943124771118,0.5409640073776245
-0.19417162239551544,0.5385740995407104
-0.16989842057228088,0.3838973939418793
0.012200949713587761,0.0013383954064920545
0.1643027365207672,-0.3256598114967346
0.19383689761161804,-0.45766717195510864
0.1814834028482437,-0.47967177629470825
0.17807209491729736,-0.4874608516693115
0.17236444354057312,-0.4936122000217438
0.15679383277893066,-0.495901882648468
0.12902452051639557,-0.4960014820098877
0.09092194586992264,-0.49573996663093567
0.04705449938774109,-0.4958769977092743
0.003096336033195257,-0.49651139974594116
-0.03581561520695686,-0.4974603056907654
-0.06705499440431595,-0.4985099732875824
-0.0908006802201271,-0.4995446801185608
-0.108653724193573,-0.5005366802215576
-0.1223030760884285,-0.5014853477478027
-0.13299204409122467,-0.5023770928382874
-0.14152197539806366,-0.5031750202178955
-0.14841704070568085,-0.5038235187530518
-0.15408112108707428,-0.5042809247970581
-0.15886087715625763,-0.504585862159729
-0.16291771829128265,-0.5048618912696838
-0.16616599261760712,-0.5052094459533691
-0.1685328334569931,-0.5056368708610535
-0.17011132836341858,-0.5061001777648926
-0.17106196284294128,-0.5065578818321228
-0.1715172827243805,-0.5069869756698608
