SairaExtraCondensed-Bold,Z
Schoolbell-Regular,Z
0.22399741411209106,0.5364537239074707
-0.20930714905261993,0.5353512763977051
-0.18332618474960327,0.3767561614513397
0.019407736137509346,-0.009571278467774391
0.1846177875995636,-0.3383556306362152
0.21453863382339478,-0.46819859743118286
0.1994832158088684,-0.48782220482826233
0.19295655190944672,-0.49471184611320496
0.18097853660583496,-0.500445544719696
0.1558995544910431,-0.5027732253074646
0.11753373593091965,-0.503251850605011
0.07010580599308014,-0.503382682800293
0.019709307700395584,-0.5037845969200134
-0.02713559754192829,-0.5045101046562195
-0.06588659435510635,-0.5053713917732239
-0.09556329250335693,-0.5062119364738464
-0.11766579747200012,-0.506990909576416
-0.13428975641727448,-0.5077247023582458
-0.1471102386713028,-0.5084209442138672
-0.1572246104478836,-0.5090539455413818
-0.1653299629688263,-0.509568452835083
-0.171931654214859,-0.5099161863327026
-0.17744699120521545,-0.5101287961006165
-0.1820860207080841,-0.5103274583816528
-0.18578428030014038,-0.51060950756073
-0.18848851323127747,-0.5109767317771912
-0.19031822681427002,-0.5113812685012817
-0.191452294588089,-0.5117812156677246
-0.19203396141529083,-0.5121543407440186
-0.19216375052928925,-0.5124912261962891
