Halant-Light,D
LindenHill-Italic,D
-0.4200998544692993,-0.5163110494613647
-0.004723715130239725,-0.5081951022148132
0.09468156844377518,-0.4922665059566498
0.16819223761558533,-0.4683886170387268
0.22784769535064697,-0.44139283895492554
0.27950018644332886,-0.4054495692253113
0.3280644416809082,-0.3559750020503998
0.3744874596595764,-0.28926077485084534
0.41630733013153076,-0.20725318789482117
0.445247620344162,-0.11912409216165543
0.454075425863266,-0.020675022155046463
0.44760599732398987,0.07963580638170242
0.43199455738067627,0.1706625521183014
0.4057680070400238,0.2601483464241028
0.36400994658470154,0.3454195559024811
0.3028961420059204,0.42364194989204407
0.22049902379512787,0.49010181427001953
0.11543384939432144,0.5316371917724609
-0.006175424437969923,0.5562036037445068
-0.14608828723430634,0.5703873634338379
-0.2794926166534424,0.5619773864746094
-0.3797900974750519,0.5536226034164429
-0.43983161449432373,0.5721462965011597
-0.40257543325424194,0.5707132816314697
-0.35088053345680237,0.5151517391204834
-0.34019026160240173,0.3317290246486664
-0.34075528383255005,-0.024045372381806374
-0.33765557408332825,-0.34362882375717163
-0.3300135135650635,-0.4629070460796356
-0.3364200294017792,-0.4965766966342926
