Halant-Light,D
LindenHill-Italic,D
-0.4772105813026428,-0.5245794653892517
-0.015434157103300095,-0.5227630138397217
0.0951031893491745,-0.5083500742912292
0.17436999082565308,-0.4850884974002838
0.23706886172294617,-0.45884227752685547
0.29164496064186096,-0.42445477843284607
0.3432084321975708,-0.3768313527107239
0.39279523491859436,-0.31126734614372253
0.43826374411582947,-0.2282259613275528
0.47112879157066345,-0.14052101969718933
0.4823363125324249,-0.04728225991129875
0.4770453870296478,0.05510754883289337
0.4628177881240845,0.1507532000541687
0.4389308989048004,0.24461691081523895
0.39973124861717224,0.33569177985191345
0.3403686285018921,0.41942456364631653
0.2592180669307709,0.49522173404693604
0.15166793763637543,0.5515493750572205
0.02171638421714306,0.5867847204208374
-0.12691380083560944,0.6046038866043091
-0.2820741534233093,0.5956347584724426
-0.41407832503318787,0.5818508863449097
-0.5016484260559082,0.5969241857528687
-0.485921710729599,0.6033402681350708
-0.4081585705280304,0.5702136754989624
-0.39059731364250183,0.43771877884864807
-0.38704949617385864,0.107933409512043
-0.38086336851119995,-0.2752346992492676
-0.3700650632381439,-0.4542095363140106
-0.3699977397918701,-0.4971107244491577
