Halant-Light,D
LindenHill-Italic,D
-0.44791096448898315,-0.5211282968521118
-0.008703123778104782,-0.5157368779182434
0.09543265402317047,-0.5005857348442078
0.1715492308139801,-0.47698646783828735
0.23257744312286377,-0.4504740834236145
0.2855515480041504,-0.41549864411354065
0.33549433946609497,-0.3672063946723938
0.38342711329460144,-0.30138230323791504
0.427122563123703,-0.21917568147182465
0.4583255648612976,-0.13181525468826294
0.4687405824661255,-0.036310043185949326
0.4631628096103668,0.06528934091329575
0.4485848844051361,0.15854762494564056
0.4239949882030487,0.2502169609069824
0.3841862380504608,0.33833780884742737
0.3248549699783325,0.4191921651363373
0.24419419467449188,0.49077367782592773
0.1386774480342865,0.5400689840316772
0.013319689780473709,0.5699779987335205
-0.13127587735652924,0.5871237516403198
-0.27694806456565857,0.5790506601333618
-0.3941350281238556,0.5664318799972534
-0.47136232256889343,0.5837661623954773
-0.4483773112297058,0.5887191295623779
-0.38099759817123413,0.5477300882339478
-0.3652365505695343,0.39696744084358215
-0.3635256290435791,0.05723700299859047
-0.3592269718647003,-0.30192315578460693
-0.3498450219631195,-0.4572024345397949
-0.3520674705505371,-0.49630728363990784
