Halant-Light,D
LindenHill-Italic,D
-0.5053774118423462,-0.5273578763008118
-0.024564746767282486,-0.5293278098106384
0.0941709503531456,-0.5157206654548645
0.17705228924751282,-0.49279478192329407
0.24168184399604797,-0.46661439538002014
0.29813069105148315,-0.4324163496494293
0.35156330466270447,-0.3849020004272461
0.40297362208366394,-0.31891006231307983
0.45015984773635864,-0.23441343009471893
0.4840777516365051,-0.145660400390625
0.4952792227268219,-0.05361083522439003
0.4896872341632843,0.0495079904794693
0.47522643208503723,0.14744091033935547
0.4512141942977905,0.2432316392660141
0.4114907681941986,0.3369172513484955
0.35066282749176025,0.42322400212287903
0.26722145080566406,0.5024152398109436
0.15568852424621582,0.5647327899932861
0.02042107656598091,0.6036616563796997
-0.13232173025608063,0.6199517250061035
-0.2948043644428253,0.6103485822677612
-0.4373948872089386,0.5978270769119263
-0.526688814163208,0.6097313165664673
-0.509928286075592,0.6152595281600952
-0.4313596785068512,0.584782063961029
-0.4150973856449127,0.4570728838443756
-0.41001275181770325,0.1267184168100357
-0.4015064537525177,-0.2672315537929535
-0.3894156813621521,-0.45477810502052307
-0.38829272985458374,-0.4993845224380493
