Halant-Light,D
LindenHill-Italic,D
-0.4337003529071808,-0.5189269185066223
-0.006397175136953592,-0.5120331645011902
0.09520228952169418,-0.4965076148509979
0.16994957625865936,-0.47275882959365845
0.2302553653717041,-0.4460334777832031
0.282535582780838,-0.4106220304965973
0.33175936341285706,-0.3618021011352539
0.378921240568161,-0.2956116199493408
0.4216977059841156,-0.21358877420425415
0.45184800028800964,-0.12601448595523834
0.4615689516067505,-0.02909446880221367
0.45561936497688293,0.0719359889626503
0.44061407446861267,0.16403989493846893
0.41533032059669495,0.25460460782051086
0.3747243285179138,0.34128686785697937
0.31473004817962646,0.42081764340400696
0.2334642857313156,0.49002254009246826
0.12829355895519257,0.5355349183082581
0.0049189492128789425,0.562717080116272
-0.13745753467082977,0.5786181688308716
-0.2774447798728943,0.5705450773239136
-0.38645702600479126,0.5596753358840942
-0.45602279901504517,0.5777899026870728
-0.42625829577445984,0.580268144607544
-0.3661433756351471,0.5330576300621033
-0.35259923338890076,0.3679365813732147
-0.3520410656929016,0.020261529833078384
-0.34846261143684387,-0.3215615153312683
-0.3398762047290802,-0.45990779995918274
-0.3439740538597107,-0.49636396765708923
