Halant-Light,D
LindenHill-Italic,D
-0.46251964569091797,-0.5229849815368652
-0.011712835170328617,-0.5193117260932922
0.09538478404283524,-0.5045258402824402
0.17300939559936523,-0.4810916483402252
0.23483601212501526,-0.4547381103038788
0.288575142621994,-0.42010417580604553
0.33929768204689026,-0.37221208214759827
0.3880378007888794,-0.30659812688827515
0.4326278865337372,-0.2240503430366516
0.4647350013256073,-0.13662752509117126
0.4756455719470978,-0.04236515983939171
0.47028759121894836,0.05967468395829201
0.45596572756767273,0.15412713587284088
0.4318368136882782,0.24690867960453033
0.39248910546302795,0.3365022540092468
0.33336079120635986,0.41875898838043213
0.2527350187301636,0.4925069808959961
0.14646005630493164,0.5454038381576538
0.018908685073256493,0.5780550241470337
-0.12775321304798126,0.5958680510520935
-0.27842313051223755,0.5874450206756592
-0.40329164266586304,0.5738642811775208
-0.4865550398826599,0.590186357498169
-0.4684370160102844,0.5963616371154785
-0.39509353041648865,0.5599632263183594
-0.37795665860176086,0.419981986284256
-0.37522092461586,0.08650682121515274
-0.3700311481952667,-0.28617432713508606
-0.3599220812320709,-0.4552006125450134
-0.36076125502586365,-0.4965255856513977
