Halant-Light,D
LindenHill-Italic,D
-0.3718038499355316,-0.5009288787841797
-0.002742983866482973,-0.49125775694847107
0.09008748829364777,-0.4731818437576294
0.15968789160251617,-0.44892191886901855
0.21720445156097412,-0.4202151298522949
0.2668112814426422,-0.38115426898002625
0.3132196068763733,-0.3278162479400635
0.35676369071006775,-0.25739893317222595
0.3939097821712494,-0.1733296513557434
0.416237473487854,-0.07872825115919113
0.41968318819999695,0.02509601227939129
0.40979278087615967,0.12108110636472702
0.3897651433944702,0.2090011090040207
0.35691016912460327,0.29431241750717163
0.30677440762519836,0.3740750551223755
0.2369660884141922,0.4450124502182007
0.14705097675323486,0.4944372773170471
0.043567001819610596,0.5196048021316528
-0.0734734833240509,0.5356104969978333
-0.195789635181427,0.5390515327453613
-0.29177725315093994,0.530522346496582
-0.3506876528263092,0.5370483994483948
-0.3533729612827301,0.5463722348213196
-0.30923759937286377,0.5122559070587158
-0.2921430170536041,0.38524913787841797
-0.2938879430294037,0.0946873277425766
-0.2965344488620758,-0.24378079175949097
-0.2929817736148834,-0.42186757922172546
-0.2935728430747986,-0.4729154407978058
-0.31019890308380127,-0.49627485871315
