Halant-Light,D
LindenHill-Italic,D
-0.4916151762008667,-0.5260042548179626
-0.019779635593295097,-0.5260983109474182
0.09466461837291718,-0.5120768547058105
0.17569217085838318,-0.4889872074127197
0.2393297404050827,-0.46279868483543396
0.29481175541877747,-0.42855796217918396
0.34727850556373596,-0.3810630738735199
0.3977546691894531,-0.3153771460056305
0.44408896565437317,-0.23168709874153137
0.47756096720695496,-0.14352506399154663
0.48886537551879883,-0.05103668197989464
0.4834931790828705,0.051682908087968826
0.4692126214504242,0.1484914869070053
0.4453606605529785,0.2433629035949707
0.40602681040763855,0.3358366787433624
0.3460666835308075,0.4209839999675751
0.2639309763908386,0.4986499845981598
0.15459756553173065,0.5581667423248291
0.022058939561247826,0.5955671668052673
-0.12854942679405212,0.6127990484237671
-0.28770574927330017,0.6033682227134705
-0.4258700907230377,0.59001225233078
-0.5155709385871887,0.6035702228546143
-0.4999883472919464,0.6096575260162354
-0.4201599359512329,0.5785554647445679
-0.40301647782325745,0.4502459764480591
-0.39876770973205566,0.121400848031044
-0.39148780703544617,-0.2691182494163513
-0.3800297975540161,-0.4541787803173065
-0.37938249111175537,-0.49808254837989807
