Inconsolata-CondensedExtraBold,G
Yantramanav-Light,G
0.13843876123428345,0.13355731964111328
0.3296954929828644,0.14809170365333557
0.32658451795578003,0.20338308811187744
0.3225356638431549,0.3970591723918915
0.31543517112731934,0.5322431921958923
0.2837008833885193,0.561204731464386
0.21703770756721497,0.5747640132904053
0.11632967740297318,0.5956335067749023
-0.007134301587939262,0.6037672162055969
-0.12343670427799225,0.5760090351104736
-0.2160627245903015,0.5056146383285522
-0.2803506553173065,0.3980950713157654
-0.317095547914505,0.2600284814834595
-0.3319656550884247,0.09738857299089432
-0.32635974884033203,-0.05446622893214226
-0.3030548095703125,-0.1734001189470291
-0.26759618520736694,-0.2633056044578552
-0.22366230189800262,-0.33198776841163635
-0.1732116937637329,-0.37964800000190735
-0.11946260184049606,-0.4090239107608795
-0.061206668615341187,-0.4266566038131714
0.007217686157673597,-0.4365385174751282
0.08154183626174927,-0.4356980323791504
0.15164202451705933,-0.42155230045318604
0.20927821099758148,-0.39692550897598267
0.2503272294998169,-0.36577916145324707
0.27560803294181824,-0.33135902881622314
0.28862106800079346,-0.29649466276168823
0.293593168258667,-0.26322999596595764
0.29447269439697266,-0.2326170951128006
