Inconsolata-CondensedExtraBold,G
Yantramanav-Light,G
0.12409637868404388,0.13230501115322113
0.35894131660461426,0.1454727202653885
0.36088287830352783,0.19226670265197754
0.35739582777023315,0.3870123028755188
0.34878069162368774,0.5283462405204773
0.31107789278030396,0.5642095804214478
0.2339293658733368,0.5854010581970215
0.12101104110479355,0.6109292507171631
-0.016850020736455917,0.6194731593132019
-0.148512065410614,0.5903010964393616
-0.2542419135570526,0.5170204043388367
-0.32621335983276367,0.40335121750831604
-0.3653813898563385,0.2589377164840698
-0.3801243305206299,0.08533045649528503
-0.37338826060295105,-0.08052577823400497
-0.34717032313346863,-0.20775525271892548
-0.3064010739326477,-0.30081185698509216
-0.25549063086509705,-0.3678954839706421
-0.19801034033298492,-0.4113130271434784
-0.13806843757629395,-0.4373421370983124
-0.07236330211162567,-0.4532424509525299
0.0045566800981760025,-0.4612172245979309
0.08668287843465805,-0.45691895484924316
0.16443036496639252,-0.4389488399028778
0.22883149981498718,-0.41077929735183716
0.2753598988056183,-0.37654122710227966
0.30434489250183105,-0.34032848477363586
0.31906774640083313,-0.3049192428588867
0.3245795965194702,-0.271758109331131
0.32587406039237976,-0.24040381610393524
