Inconsolata-CondensedExtraBold,G
Yantramanav-Light,G
0.13432511687278748,0.1327662616968155
0.3410866856575012,0.1470807045698166
0.33918100595474243,0.19954054057598114
0.33524027466773987,0.3936947286128998
0.3274773061275482,0.5308690667152405
0.29365047812461853,0.5620530843734741
0.22355857491493225,0.5783718228340149
0.11890735477209091,0.6009986400604248
-0.009352556429803371,0.6093847751617432
-0.13112248480319977,0.5809651613235474
-0.2286200374364853,0.509232223033905
-0.2958539128303528,0.3993133306503296
-0.33364152908325195,0.25891318917274475
-0.3485836982727051,0.09299454092979431
-0.34258538484573364,-0.06290705502033234
-0.3182371258735657,-0.18447649478912354
-0.28094038367271423,-0.27562397718429565
-0.23459388315677643,-0.34407302737236023
-0.18164454400539398,-0.3903810977935791
-0.1256847083568573,-0.4185284376144409
-0.06485962867736816,-0.4354899227619171
0.00654370104894042,-0.4447329342365265
0.0835551843047142,-0.44273239374160767
0.15628720819950104,-0.42726635932922363
0.21631580591201782,-0.4014371633529663
0.2593214213848114,-0.3692368268966675
0.2859407067298889,-0.3341730237007141
0.29956677556037903,-0.29911768436431885
0.304696649312973,-0.26586824655532837
0.305667906999588,-0.2350412905216217
