Inconsolata-CondensedExtraBold,G
Yantramanav-Light,G
0.1294042468070984,0.1324191689491272
0.35077014565467834,0.14624112844467163
0.3505944013595581,0.19581744074821472
0.34683284163475037,0.3903079628944397
0.3385651111602783,0.529569685459137
0.30275240540504456,0.5630857944488525
0.2291702777147293,0.5819494128227234
0.1204487755894661,0.6061196327209473
-0.012618188746273518,0.6146199703216553
-0.13952387869358063,0.5857145190238953
-0.2414146065711975,0.5130091905593872
-0.31122303009033203,0.4010199308395386
-0.34981751441955566,0.25849753618240356
-0.36470967531204224,0.0889209434390068
-0.35832422971725464,-0.07167701423168182
-0.33299604058265686,-0.19603025913238525
-0.29392215609550476,-0.28822603821754456
-0.24524079263210297,-0.3561151325702667
-0.18993602693080902,-0.40097224712371826
-0.13190434873104095,-0.4279899001121521
-0.06858403980731964,-0.4443739652633667
0.005657061003148556,-0.4529770314693451
0.08526434004306793,-0.44980764389038086
0.16055001318454742,-0.4330505430698395
0.22283706068992615,-0.40602701902389526
0.2676723599433899,-0.3727809190750122
0.29552963376045227,-0.33711761236190796
0.309723824262619,-0.30188634991645813
0.31503093242645264,-0.268681138753891
0.31614214181900024,-0.237619549036026
