Inconsolata-CondensedExtraBold,G
Yantramanav-Light,G
0.14560285210609436,0.14258655905723572
0.24699442088603973,0.16401349008083344
0.2488524466753006,0.22790050506591797
0.24327893555164337,0.41529303789138794
0.23979267477989197,0.5390942096710205
0.21838387846946716,0.5606562495231628
0.16822201013565063,0.5606958270072937
0.08731406182050705,0.5695141553878784
-0.010058991611003876,0.5716707706451416
-0.09521959722042084,0.5464210510253906
-0.15984641015529633,0.48590630292892456
-0.20614159107208252,0.39292019605636597
-0.23514235019683838,0.26864540576934814
-0.2482624053955078,0.11729473620653152
-0.24473264813423157,-0.024783989414572716
-0.2275727540254593,-0.13419748842716217
-0.2021409124135971,-0.21478497982025146
-0.17123788595199585,-0.2781321406364441
-0.13474558293819427,-0.32794612646102905
-0.09368225187063217,-0.36263158917427063
-0.0488058365881443,-0.3841840326786041
0.003462751628831029,-0.39690059423446655
0.0624532513320446,-0.4005858898162842
0.11848379671573639,-0.3920237123966217
0.16358350217342377,-0.37231767177581787
0.19491344690322876,-0.34529221057891846
0.2139110118150711,-0.31412217020988464
0.2240379899740219,-0.2813986539840698
0.22856956720352173,-0.24992340803146362
0.2299089878797531,-0.22187440097332
