Inconsolata-CondensedExtraBold,G
Yantramanav-Light,G
0.14312122762203217,0.13676314055919647
0.30158767104148865,0.15149253606796265
0.2979465425014496,0.21139855682849884
0.2936641573905945,0.40330246090888977
0.2882152199745178,0.5349529981613159
0.26089009642601013,0.5603384971618652
0.20099227130413055,0.5680164098739624
0.10801523178815842,0.5846225619316101
-0.005691772326827049,0.5914945006370544
-0.11023888736963272,0.5652668476104736
-0.19210202991962433,0.4984494149684906
-0.24965155124664307,0.3964403569698334
-0.2837051749229431,0.2635393738746643
-0.2980697751045227,0.10634642839431763
-0.293209969997406,-0.03955337405204773
-0.2721385359764099,-0.15387551486492157
-0.24052023887634277,-0.24067771434783936
-0.20160602033138275,-0.30861446261405945
-0.15647079050540924,-0.35826700925827026
-0.1074875071644783,-0.3901282250881195
-0.05448904633522034,-0.40932685136795044
0.007645867764949799,-0.42045652866363525
0.07621205598115921,-0.42175203561782837
0.14080534875392914,-0.41013866662979126
0.19334563612937927,-0.3877719044685364
0.23024307191371918,-0.3585614562034607
0.25270262360572815,-0.32546427845954895
0.26440709829330444,-0.2911105751991272
0.2691075801849365,-0.2580427825450897
0.26996883749961853,-0.22800534963607788
