Inconsolata-CondensedExtraBold,G
Yantramanav-Light,G
0.1414015144109726,0.13490773737430573
0.3165161907672882,0.1494719535112381
0.31281089782714844,0.20731708407402039
0.30867263674736023,0.40027308464050293
0.3023642599582672,0.5336307883262634
0.2728138267993927,0.5606188774108887
0.20954132080078125,0.5712594985961914
0.11269626766443253,0.5901281833648682
-0.00594641687348485,0.5977872610092163
-0.1164950579404831,0.570793628692627
-0.2038719803094864,0.5020577311515808
-0.2649064362049103,0.39719757437705994
-0.30039387941360474,0.26164206862449646
-0.31506532430648804,0.10190641134977341
-0.3098381757736206,-0.04660758748650551
-0.2876255512237549,-0.16310998797416687
-0.2540592551231384,-0.25156986713409424
-0.21260258555412292,-0.32009607553482056
-0.16476328670978546,-0.3689002990722656
-0.11334411799907684,-0.39953893423080444
-0.05770206078886986,-0.4179263114929199
0.007624366786330938,-0.4284392297267914
0.07914186269044876,-0.42870819568634033
0.1465313583612442,-0.41586193442344666
0.20166067779064178,-0.3924030065536499
0.24065592885017395,-0.36226844787597656
0.2645309567451477,-0.32851406931877136
0.2768949270248413,-0.29387548565864563
0.2817237973213196,-0.26065799593925476
0.2825649380683899,-0.23028919100761414
