Blinker-SemiBold,H
Inconsolata-ExpandedRegular,H
0.36064088344573975,-0.35188618302345276
0.3599530756473541,-0.3526211977005005
0.3573032021522522,-0.2635509669780731
0.3552998900413513,0.002829812467098236
0.355138897895813,0.28476977348327637
0.3538587987422943,0.46590396761894226
0.3544105589389801,0.5255687832832336
0.35688406229019165,0.5057623386383057
0.35088151693344116,0.4657440781593323
0.32994410395622253,0.4481041729450226
0.2886998653411865,0.4478960633277893
0.228554368019104,0.44970545172691345
0.16059273481369019,0.44945356249809265
0.08947685360908508,0.45873695611953735
0.011448725126683712,0.4880322217941284
-0.07685341686010361,0.5154892802238464
-0.181569904088974,0.5243351459503174
-0.27165207266807556,0.5182048082351685
-0.3197305202484131,0.5162264108657837
-0.3372962772846222,0.5292407274246216
-0.3462541997432709,0.5393543243408203
-0.3533053398132324,0.5000429749488831
-0.35637199878692627,0.35940417647361755
-0.3533729314804077,0.13411425054073334
-0.35328516364097595,-0.09346942603588104
-0.35683494806289673,-0.2495620995759964
-0.35525205731391907,-0.3213759958744049
-0.3519596457481384,-0.34523749351501465
-0.3534059524536133,-0.3538929224014282
-0.35593268275260925,-0.35663723945617676
