Blinker-SemiBold,H
Inconsolata-ExpandedRegular,H
0.360063374042511,-0.39187487959861755
0.3518793284893036,-0.39499300718307495
0.3481965959072113,-0.304019957780838
0.34433290362358093,-0.028323031961917877
0.3422433137893677,0.2767114043235779
0.34111452102661133,0.4731050431728363
0.34258925914764404,0.5401995778083801
0.3467991054058075,0.5223050713539124
0.3427724838256836,0.47507020831108093
0.3237721025943756,0.45058855414390564
0.2832915782928467,0.44871726632118225
0.22301621735095978,0.449972927570343
0.1544913947582245,0.4490979015827179
0.08226153254508972,0.45976585149765015
0.0017079191748052835,0.49114659428596497
-0.08996420353651047,0.517738938331604
-0.19761459529399872,0.5242140889167786
-0.2867402732372284,0.5168507695198059
-0.33311840891838074,0.5186494588851929
-0.3473909795284271,0.5391716361045837
-0.3534703254699707,0.5540441274642944
-0.35880330204963684,0.5140194892883301
-0.36072686314582825,0.3721351623535156
-0.3565903306007385,0.1422124207019806
-0.3555404245853424,-0.09780383855104446
-0.3586943447589874,-0.26913878321647644
-0.35687005519866943,-0.3515639901161194
-0.3533395528793335,-0.38015589118003845
-0.35487931966781616,-0.39089831709861755
-0.35750168561935425,-0.39481133222579956
