Blinker-SemiBold,H
Inconsolata-ExpandedRegular,H
0.36062076687812805,-0.35961243510246277
0.35826149582862854,-0.36067360639572144
0.35543689131736755,-0.2712085545063019
0.35308191180229187,-0.002788182580843568
0.3525539040565491,0.2836884558200836
0.3513091504573822,0.4676177203655243
0.3520846962928772,0.5285016894340515
0.35489100217819214,0.50877845287323
0.3492717742919922,0.4673174321651459
0.32868292927742004,0.4485274851322174
0.28757792711257935,0.44808492064476013
0.22743426263332367,0.44980189204216003
0.15940897166728973,0.4494178295135498
0.0881589874625206,0.45891186594963074
0.009758676402270794,0.488578200340271
-0.07903140783309937,0.5159283876419067
-0.1842241883277893,0.5243887305259705
-0.2743067741394043,0.5180639624595642
-0.3222317695617676,0.5166773796081543
-0.33922383189201355,0.5310293436050415
-0.3476532995700836,0.5422959327697754
-0.3543986678123474,0.5035129189491272
-0.3572925329208374,0.3634417951107025
-0.3540842831134796,0.13768400251865387
-0.35374587774276733,-0.09256286919116974
-0.35722774267196655,-0.25224775075912476
-0.35565534234046936,-0.32671093940734863
-0.3522816002368927,-0.35170799493789673
-0.3536950647830963,-0.36082518100738525
-0.3562561869621277,-0.3638273775577545
