Blinker-SemiBold,H
Inconsolata-ExpandedRegular,H
0.3597932755947113,-0.4002223312854767
0.35042378306388855,-0.4040125012397766
0.3464590907096863,-0.31273153424263
0.3421868085861206,-0.035514336079359055
0.33968615531921387,0.27421173453330994
0.33857887983322144,0.47407230734825134
0.34015166759490967,0.5430682897567749
0.34473246335983276,0.5260729193687439
0.341120183467865,0.47746485471725464
0.32257989048957825,0.4512535333633423
0.28229501843452454,0.44886261224746704
0.22196175158023834,0.4499756693840027
0.15325438976287842,0.44898444414138794
0.08066786825656891,0.4600141942501068
-0.0005783903761766851,0.49185705184936523
-0.09318967163562775,0.5181794762611389
-0.2015431672334671,0.5240564942359924
-0.29021766781806946,0.5164029598236084
-0.33602988719940186,0.5192384719848633
-0.3495330810546875,0.5415064692497253
-0.3549554646015167,0.5569686889648438
-0.35989269614219666,0.5158656239509583
-0.36150842905044556,0.3726549446582794
-0.3571191430091858,0.14111024141311646
-0.35596001148223877,-0.10126791894435883
-0.35902243852615356,-0.2749313414096832
-0.35706737637519836,-0.35869768261909485
-0.3535369634628296,-0.3879176378250122
-0.3551701009273529,-0.39899173378944397
-0.35778379440307617,-0.4030936360359192
