Blinker-SemiBold,H
Inconsolata-ExpandedRegular,H
0.3586348295211792,-0.4257085621356964
0.34654220938682556,-0.4317771792411804
0.34150034189224243,-0.33980026841163635
0.3358890116214752,-0.058902814984321594
0.3321220278739929,0.26475009322166443
0.33105844259262085,0.4758482873439789
0.3326382637023926,0.5513293743133545
0.3383718430995941,0.5382549166679382
0.3360213041305542,0.48603561520576477
0.3190319240093231,0.45386141538619995
0.2794919013977051,0.44936761260032654
0.21895655989646912,0.4499596953392029
0.14958077669143677,0.4486152231693268
0.07566409558057785,0.4608401358127594
-0.007974195294082165,0.4940680265426636
-0.10387963801622391,0.5194112062454224
-0.2143726497888565,0.5232605934143066
-0.30127957463264465,0.5147899985313416
-0.3451477885246277,0.5214236974716187
-0.3561829626560211,0.5493400692939758
-0.35941919684410095,0.5655835270881653
-0.36308032274246216,0.5196846127510071
-0.3636293113231659,0.3709328770637512
-0.358456552028656,0.13321878015995026
-0.3571189045906067,-0.11639878153800964
-0.359875351190567,-0.29591038823127747
-0.3573896884918213,-0.38222742080688477
-0.3539629280567169,-0.41264262795448303
-0.3559993505477905,-0.42448171973228455
-0.3585011959075928,-0.4290271997451782
