Blinker-SemiBold,H
Inconsolata-ExpandedRegular,H
0.36055558919906616,-0.36748525500297546
0.35660025477409363,-0.3689522445201874
0.3535904288291931,-0.27908825874328613
0.3508744239807129,-0.008700404316186905
0.349969744682312,0.28236129879951477
0.3487579822540283,0.46920689940452576
0.349742591381073,0.5314390063285828
0.3528883159160614,0.5119348764419556
0.34765762090682983,0.4690195918083191
0.32743361592292786,0.448978066444397
0.2864699959754944,0.448259174823761
0.22631235420703888,0.44987526535987854
0.15819840133190155,0.44936293363571167
0.08677046746015549,0.459102988243103
0.007930099964141846,0.48916763067245483
-0.08144335448741913,0.5163782835006714
-0.1871761679649353,0.5244066715240479
-0.2771586775779724,0.5178552269935608
-0.3248276710510254,0.5171347856521606
-0.34120064973831177,0.5329049229621887
-0.34907951951026917,0.5452340841293335
-0.35549914836883545,0.5066319704055786
-0.35819151997566223,0.3666951060295105
-0.3547651171684265,0.14024683833122253
-0.35420578718185425,-0.09254471212625504
-0.3576124310493469,-0.25553178787231445
-0.35602042078971863,-0.3323827087879181
-0.3525833189487457,-0.35842984914779663
-0.35398969054222107,-0.3679908514022827
-0.35657820105552673,-0.37124064564704895
