Blinker-SemiBold,H
Inconsolata-ExpandedRegular,H
0.35946694016456604,-0.4086555540561676
0.3490431308746338,-0.41316577792167664
0.34475982189178467,-0.321615993976593
0.3400622010231018,-0.04302271828055382
0.3371441066265106,0.27138450741767883
0.3360549509525299,0.47485581040382385
0.33768224716186523,0.5458900332450867
0.34264153242111206,0.5299936532974243
0.3394484519958496,0.48007988929748535
0.32139697670936584,0.4520084261894226
0.2813318073749542,0.44901421666145325
0.2209346443414688,0.4499708116054535
0.15202364325523376,0.44886380434036255
0.07903660088777542,0.460275799036026
-0.002957190154120326,0.4925835430622101
-0.09658876806497574,0.5186066031455994
-0.2056582272052765,0.5238470435142517
-0.29380911588668823,0.5159065127372742
-0.33900752663612366,0.5198887586593628
-0.35171255469322205,0.5439766645431519
-0.3564443290233612,0.5598747730255127
-0.3609704375267029,0.517420768737793
-0.36225399374961853,0.3726018965244293
-0.3576064705848694,0.13921287655830383
-0.3563636541366577,-0.10554201155900955
-0.35933029651641846,-0.2813364863395691
-0.35722020268440247,-0.36619535088539124
-0.3537064492702484,-0.3959289789199829
-0.35545480251312256,-0.4072982370853424
-0.35804709792137146,-0.4115698039531708
