Mukta-Medium,R
Mada-Regular,R
-0.15277476608753204,-0.47682705521583557
0.11227523535490036,-0.47123369574546814
0.25237205624580383,-0.4317655861377716
0.33408552408218384,-0.3359180688858032
0.35786524415016174,-0.20985950529575348
0.3316604197025299,-0.06952809542417526
0.2373824268579483,0.03900991752743721
0.09369718283414841,0.08334379643201828
-0.1135275587439537,0.08102235198020935
-0.11391391605138779,0.08165360987186432
0.037006400525569916,0.08075318485498428
0.08846766501665115,0.11172042042016983
0.19645029306411743,0.3198687434196472
0.3148157298564911,0.5401628017425537
0.43379127979278564,0.623708963394165
0.42542898654937744,0.6239123344421387
0.2981089651584625,0.5228124260902405
0.23767898976802826,0.40447643399238586
0.15928511321544647,0.4212525188922882
0.03617529198527336,0.47931501269340515
-0.09033374488353729,0.5190646052360535
-0.18885567784309387,0.5205792784690857
-0.23739947378635406,0.5242810249328613
-0.25389364361763,0.5490807294845581
-0.2654778063297272,0.5392338037490845
-0.26900094747543335,0.4171818792819977
-0.26838651299476624,0.13952592015266418
-0.2711575925350189,-0.20752519369125366
-0.27197325229644775,-0.409382164478302
-0.2632633447647095,-0.46881482005119324
