Mukta-Medium,R
Mada-Regular,R
-0.1473168581724167,-0.45775413513183594
0.09589726477861404,-0.4534085988998413
0.23431271314620972,-0.41455644369125366
0.3137075901031494,-0.3206857442855835
0.33803436160087585,-0.1957373023033142
0.3130759000778198,-0.05458424240350723
0.22049956023693085,0.05495094507932663
0.07932211458683014,0.0990343987941742
-0.11373727768659592,0.09624651819467545
-0.1069721132516861,0.09719082713127136
0.04230042174458504,0.09613096714019775
0.09236396849155426,0.14325658977031708
0.20931711792945862,0.36893516778945923
0.3282662332057953,0.5625381469726562
0.4487261474132538,0.6290899515151978
0.39552563428878784,0.609694242477417
0.2761584520339966,0.49550941586494446
0.220225989818573,0.3967171013355255
0.13478517532348633,0.43256738781929016
0.010010131634771824,0.4899570345878601
-0.11049409955739975,0.5217130184173584
-0.19908678531646729,0.5182128548622131
-0.2377285361289978,0.5249171257019043
-0.25289633870124817,0.546588659286499
-0.2636931836605072,0.521997332572937
-0.26646387577056885,0.3731725215911865
-0.265525221824646,0.07857659459114075
-0.26899605989456177,-0.24334479868412018
-0.2683491110801697,-0.4023386240005493
-0.2555209696292877,-0.45045289397239685
