Mukta-Medium,R
Mada-Regular,R
-0.14058686792850494,-0.43785324692726135
0.0823180302977562,-0.4346350133419037
0.21861545741558075,-0.39550504088401794
0.29508063197135925,-0.30242452025413513
0.319065123796463,-0.17767630517482758
0.2938947379589081,-0.03465716913342476
0.20110467076301575,0.0742565244436264
0.060023412108421326,0.11612464487552643
-0.11534015834331512,0.1125921905040741
-0.09551549702882767,0.11401448398828506
0.04798241704702377,0.1130659356713295
0.10028589516878128,0.1838945746421814
0.2271527200937271,0.4213283658027649
0.3485722839832306,0.5825915932655334
0.4579032063484192,0.6331213712692261
0.3535401225090027,0.587812066078186
0.25342509150505066,0.4609658122062683
0.19976119697093964,0.3967130482196808
0.10439006239175797,0.44762566685676575
-0.020400073379278183,0.5012036561965942
-0.13302454352378845,0.521989643573761
-0.20918798446655273,0.5157604813575745
-0.2383348047733307,0.5260202288627625
-0.2526036500930786,0.5415372848510742
-0.2620173394680023,0.4954074025154114
-0.263572096824646,0.31384730339050293
-0.2628415822982788,0.006628561764955521
-0.2668406069278717,-0.27595269680023193
-0.26368510723114014,-0.3914365768432617
-0.24500387907028198,-0.4306151568889618
