Mukta-Medium,R
Mada-Regular,R
-0.14299963414669037,-0.4445308744907379
0.0864843875169754,-0.4409691393375397
0.22355583310127258,-0.40204185247421265
0.3010677993297577,-0.30885088443756104
0.32527023553848267,-0.18416738510131836
0.30036216974258423,-0.04191373661160469
0.20787467062473297,0.06742209941148758
0.06707151979207993,0.11030016839504242
-0.11464453488588333,0.10704590380191803
-0.10001085698604584,0.10829107463359833
0.04610621556639671,0.10723184049129486
0.09708501398563385,0.16912584006786346
0.220632404088974,0.40365156531333923
0.3408927023410797,0.5762233734130859
0.4558658301830292,0.6320012807846069
0.36864182353019714,0.5959653854370117
0.2609344720840454,0.47302889823913574
0.2069888561964035,0.3956895172595978
0.11510681360960007,0.4423571228981018
-0.009957733564078808,0.49752721190452576
-0.12540124356746674,0.5222094655036926
-0.20596711337566376,0.5165501832962036
-0.23811034858226776,0.5256484150886536
-0.2526479959487915,0.5436404347419739
-0.2625785768032074,0.5054692625999451
-0.2645816206932068,0.3351455628871918
-0.26369228959083557,0.031173942610621452
-0.26757484674453735,-0.26612910628318787
-0.2653903067111969,-0.39556777477264404
-0.24880816042423248,-0.437370628118515
