Mukta-Medium,R
Mada-Regular,R
-0.14925745129585266,-0.4642407298088074
0.10108436644077301,-0.4594779908657074
0.24009640514850616,-0.4205113649368286
0.320331335067749,-0.3260972201824188
0.34457072615623474,-0.20085729658603668
0.31933704018592834,-0.06007027253508568
0.22638766467571259,0.049284957349300385
0.0846141129732132,0.09363050013780594
-0.11352342367172241,0.09102854877710342
-0.1096702590584755,0.09185012429952621
0.04044320806860924,0.09083893150091171
0.09069297462701797,0.13188007473945618
0.20449252426624298,0.3520916700363159
0.3231414258480072,0.5552887320518494
0.4441325068473816,0.6274235248565674
0.4068676233291626,0.6152313947677612
0.2836528420448303,0.5054855942726135
0.22631323337554932,0.3986397683620453
0.14360709488391876,0.4282865524291992
0.019287031143903732,0.48625320196151733
-0.10342781245708466,0.521041214466095
-0.19560085237026215,0.5190355777740479
-0.23758414387702942,0.5246257781982422
-0.25313565135002136,0.5475965738296509
-0.26426348090171814,0.5286151766777039
-0.26733964681625366,0.3895668685436249
-0.2664768099784851,0.10048641264438629
-0.2697049379348755,-0.2312547117471695
-0.269644558429718,-0.4050459861755371
-0.2583967447280884,-0.45675843954086304
