Mukta-Medium,R
Mada-Regular,R
-0.13514402508735657,-0.4245224595069885
0.07522495836019516,-0.42183008790016174
0.2096734493970871,-0.38193246722221375
0.2838153839111328,-0.28854405879974365
0.3070313632488251,-0.16315878927707672
0.28065094351768494,-0.018142281100153923
0.18656599521636963,0.08916886150836945
0.04380837455391884,0.12803006172180176
-0.11716227978467941,0.12386675924062729
-0.08372776955366135,0.12568911910057068
0.05156533047556877,0.1254749298095703
0.10893884301185608,0.21803632378578186
0.2420453280210495,0.4568363130092621
0.36704757809638977,0.5942517518997192
0.4569033980369568,0.6337621808052063
0.3227742314338684,0.5694665908813477
0.23905465006828308,0.43731606006622314
0.18402370810508728,0.4013703167438507
0.08181040734052658,0.4582837224006653
-0.04146934673190117,0.5078567862510681
-0.1479916274547577,0.5206993222236633
-0.21483522653579712,0.5144052505493164
-0.2388288676738739,0.5265887975692749
-0.2525997459888458,0.5357879400253296
-0.2608802616596222,0.4716416299343109
-0.2614627182483673,0.26792988181114197
-0.2613387107849121,-0.04163609817624092
-0.2652730643749237,-0.2909994125366211
-0.25973424315452576,-0.38179367780685425
-0.2367042452096939,-0.416762113571167
