Mukta-Medium,R
Mada-Regular,R
-0.13206765055656433,-0.417935311794281
0.07236421853303909,-0.4153953492641449
0.20568828284740448,-0.3749217092990875
0.2785423994064331,-0.28108370304107666
0.3011975586414337,-0.1550746113061905
0.2738199532032013,-0.008842476643621922
0.1787746548652649,0.09724167734384537
0.03453623503446579,0.13404729962348938
-0.1182405948638916,0.1295444518327713
-0.07608314603567123,0.1315799057483673
0.05328895524144173,0.13221395015716553
0.11472739279270172,0.23788778483867645
0.25049665570259094,0.4744783937931061
0.3779316842556,0.599518895149231
0.45281121134757996,0.6327219605445862
0.30821120738983154,0.5594041347503662
0.23214802145957947,0.42648428678512573
0.17543350160121918,0.4047839939594269
0.07000815868377686,0.46361804008483887
-0.05203559994697571,0.5107421278953552
-0.1552620381116867,0.5197122693061829
-0.21725119650363922,0.5138823986053467
-0.23912253975868225,0.5267392992973328
-0.2526436746120453,0.532023549079895
-0.26031386852264404,0.4577416181564331
-0.26038894057273865,0.24329853057861328
-0.2607056796550751,-0.06507456302642822
-0.26441875100135803,-0.29628604650497437
-0.2574337422847748,-0.37648701667785645
-0.23224610090255737,-0.40976449847221375
