Mukta-Medium,R
Mada-Regular,R
-0.12873029708862305,-0.4114454388618469
0.07000024616718292,-0.4089621901512146
0.20203140377998352,-0.36777856945991516
0.27350473403930664,-0.2732725739479065
0.2954740524291992,-0.14639993011951447
0.26680508255958557,0.0011550779454410076
0.17063471674919128,0.10569905489683151
0.024454571306705475,0.1400601714849472
-0.11938407272100449,0.135219007730484
-0.06707098335027695,0.13745924830436707
0.05504602566361427,0.13952213525772095
0.121779665350914,0.2599266469478607
0.25968506932258606,0.4919000566005707
0.38985776901245117,0.6044105291366577
0.4455673098564148,0.6303696632385254
0.2944315969944,0.5485477447509766
0.22529274225234985,0.4165423810482025
0.1661558300256729,0.4089643955230713
0.05766814202070236,0.46906253695487976
-0.0628107413649559,0.5133241415023804
-0.16249576210975647,0.5185347199440002
-0.21946829557418823,0.5134806632995605
-0.2394915074110031,0.5267764925956726
-0.25274038314819336,0.5274819135665894
-0.25974956154823303,0.4420235753059387
-0.2593124210834503,0.2169574499130249
-0.26016220450401306,-0.0884268581867218
-0.2634919583797455,-0.3004160523414612
-0.2548414468765259,-0.37106218934059143
-0.22753207385540009,-0.40283241868019104
