GowunDodum-Regular,S
PoorStory-Regular,S
-0.1277756541967392,-0.5688002109527588
0.0786629468202591,-0.59447181224823
0.22772426903247833,-0.5410773754119873
0.29616525769233704,-0.42854106426239014
0.32380518317222595,-0.2956077456474304
0.30335676670074463,-0.1375672072172165
0.2173895537853241,0.02433132566511631
0.013295157812535763,-0.0495612807571888
-0.19435155391693115,-0.15343813598155975
-0.053093452006578445,-0.07536713033914566
0.08355551958084106,-0.028036203235387802
0.173411026597023,0.010168526321649551
0.261807382106781,0.08908996731042862
0.31123489141464233,0.19588957726955414
0.3103838860988617,0.32072532176971436
0.2686692774295807,0.43007004261016846
0.1973334699869156,0.4974847733974457
0.1019783616065979,0.5308439135551453
-0.02041979320347309,0.5405740737915039
-0.14602580666542053,0.528852641582489
-0.23646368086338043,0.4947424530982971
-0.2845473289489746,0.44085055589675903
-0.29709145426750183,0.36071324348449707
-0.2814860939979553,0.24953575432300568
-0.24555017054080963,0.10954129695892334
-0.22593453526496887,-0.0792587399482727
-0.23507320880889893,-0.2850669324398041
-0.24277380108833313,-0.4218233823776245
-0.22594881057739258,-0.4893963634967804
-0.1895410567522049,-0.5285047292709351
