GowunDodum-Regular,S
PoorStory-Regular,S
-0.05686171352863312,-0.4561499059200287
0.08260079473257065,-0.46880942583084106
0.2400994598865509,-0.42129597067832947
0.2973549962043762,-0.305568128824234
0.31923237442970276,-0.17111846804618835
0.28667178750038147,-0.02093406394124031
0.18791621923446655,0.11899829655885696
-0.034176357090473175,0.0022715849336236715
-0.16454286873340607,-0.08926250040531158
-0.03439035266637802,0.004971103742718697
0.07239857316017151,0.05965442955493927
0.16147048771381378,0.10520636290311813
0.24863651394844055,0.17544399201869965
0.29474371671676636,0.27430206537246704
0.2888011932373047,0.3933737874031067
0.23687711358070374,0.5002608895301819
0.1502344161272049,0.5660817623138428
0.04011793062090874,0.5966097712516785
-0.07782436907291412,0.5981850028038025
-0.1788700819015503,0.5741722583770752
-0.25103092193603516,0.5328350067138672
-0.28951936960220337,0.4761499762535095
-0.29530641436576843,0.39253944158554077
-0.2698438763618469,0.28757011890411377
-0.22958879172801971,0.1590489000082016
-0.21007703244686127,-0.011466339230537415
-0.2166367471218109,-0.18824750185012817
-0.21924902498722076,-0.30175575613975525
-0.19692687690258026,-0.36109670996665955
-0.15765313804149628,-0.3974546194076538
