GowunDodum-Regular,S
PoorStory-Regular,S
-0.05002763867378235,-0.43159911036491394
0.08796355128288269,-0.44392988085746765
0.2459155172109604,-0.39549362659454346
0.2996233105659485,-0.2768407166004181
0.3185524344444275,-0.14258214831352234
0.2803631126880646,0.007567972876131535
0.17786690592765808,0.13733389973640442
-0.05287408083677292,0.00672126142308116
-0.15614290535449982,-0.06924951821565628
-0.027273133397102356,0.026973437517881393
0.07407471537590027,0.08073588460683823
0.16383439302444458,0.12994743883609772
0.2499018758535385,0.20172671973705292
0.29179203510284424,0.30245184898376465
0.2800782024860382,0.42189618945121765
0.22132621705532074,0.5257549285888672
0.12880408763885498,0.5877199172973633
0.016939647495746613,0.6131589412689209
-0.09571313858032227,0.6088123321533203
-0.1909644454717636,0.5815691947937012
-0.25847581028938293,0.5398840308189392
-0.292985200881958,0.4822383224964142
-0.2956525683403015,0.3968404233455658
-0.26708635687828064,0.29158276319503784
-0.22690533101558685,0.16236945986747742
-0.20916402339935303,-0.00771603686735034
-0.2155311554670334,-0.17694012820720673
-0.2156400829553604,-0.2809338867664337
-0.19097194075584412,-0.335630863904953
-0.1508808135986328,-0.36969107389450073
