GowunDodum-Regular,S
PoorStory-Regular,S
-0.15635666251182556,-0.6016703844070435
0.08343735337257385,-0.6273919343948364
0.22759869694709778,-0.5708485841751099
0.29827404022216797,-0.45883989334106445
0.3274148404598236,-0.32803210616111755
0.3084973394870758,-0.16886654496192932
0.2238016277551651,-0.0029529656749218702
0.023162052035331726,-0.06460251659154892
-0.20154570043087006,-0.16316525638103485
-0.05938294902443886,-0.09238908439874649
0.08597663044929504,-0.04923291131854057
0.17713724076747894,-0.011633846908807755
0.26591432094573975,0.07059138268232346
0.3155441880226135,0.1808408498764038
0.31457167863845825,0.30780574679374695
0.2732138931751251,0.41712257266044617
0.20333337783813477,0.48441529273986816
0.1106044128537178,0.5169070959091187
-0.00991217140108347,0.5264542102813721
-0.13937538862228394,0.5156602263450623
-0.23445409536361694,0.48277315497398376
-0.2850138247013092,0.43035247921943665
-0.2990722954273224,0.3514191508293152
-0.28605860471725464,0.2389003187417984
-0.25243619084358215,0.09547271579504013
-0.23399235308170319,-0.09834031760692596
-0.2437346875667572,-0.3093110918998718
-0.251984566450119,-0.44852134585380554
-0.2363138645887375,-0.5161482691764832
-0.20081894099712372,-0.554932713508606
