GowunDodum-Regular,S
PoorStory-Regular,S
-0.06764637678861618,-0.4825443923473358
0.07865991443395615,-0.4967964291572571
0.23504942655563354,-0.4494020938873291
0.2954232692718506,-0.3358066976070404
0.3194773197174072,-0.201179638504982
0.2914685308933258,-0.049865443259477615
0.19683252274990082,0.09782175719738007
-0.018383128568530083,-0.006455257069319487
-0.17212724685668945,-0.1083100438117981
-0.04021795466542244,-0.016745250672101974
0.07332993298768997,0.037979695945978165
0.16211967170238495,0.08054044097661972
0.24983802437782288,0.15093688666820526
0.2983591556549072,0.24970754981040955
0.2959017753601074,0.36915820837020874
0.2489452213048935,0.47784537076950073
0.16782642900943756,0.5455986857414246
0.061214838176965714,0.5790046453475952
-0.06066799536347389,0.5851770639419556
-0.1683986783027649,0.5652834177017212
-0.24503937363624573,0.5250253081321716
-0.2867693305015564,0.468962699174881
-0.2950339913368225,0.38668256998062134
-0.272416889667511,0.2809751331806183
-0.2325785905122757,0.15129435062408447
-0.21194002032279968,-0.021656185388565063
-0.21882843971252441,-0.20616117119789124
-0.223420187830925,-0.32815784215927124
-0.20302912592887878,-0.3914278447628021
-0.16453002393245697,-0.42955267429351807
