GowunDodum-Regular,S
PoorStory-Regular,S
-0.3014639914035797,-0.7222962379455566
0.1309482455253601,-0.7224379777908325
0.2259228229522705,-0.6683714389801025
0.2945559024810791,-0.5756171941757202
0.3327499330043793,-0.4682832956314087
0.32940584421157837,-0.33850201964378357
0.27024775743484497,-0.16839872300624847
0.13604168593883514,-0.12283273786306381
-0.1677449494600296,-0.17680446803569794
-0.11994948983192444,-0.1601361781358719
0.07547175884246826,-0.1398145705461502
0.1872372031211853,-0.1042046919465065
0.278280109167099,-0.01908075250685215
0.33307310938835144,0.09874920547008514
0.338064581155777,0.23279888927936554
0.3031828701496124,0.3508685231208801
0.2386757731437683,0.4285629391670227
0.1550191342830658,0.4642193913459778
0.04901430010795593,0.47568413615226746
-0.08325326442718506,0.4736412465572357
-0.20362605154514313,0.4470295310020447
-0.27613741159439087,0.3976486921310425
-0.3059960901737213,0.3332611918449402
-0.3101397156715393,0.2344445437192917
-0.2948489487171173,0.09302230179309845
-0.2796740233898163,-0.10219714045524597
-0.2847226858139038,-0.3302987813949585
-0.294148713350296,-0.4987834095954895
-0.28604650497436523,-0.5819094181060791
-0.2566474676132202,-0.6262058019638062
