GowunDodum-Regular,S
PoorStory-Regular,S
-0.10310503840446472,-0.5388152599334717
0.0764203742146492,-0.5607036352157593
0.22878414392471313,-0.5101631879806519
0.29467448592185974,-0.3977278172969818
0.3212410807609558,-0.2636432647705078
0.2990451753139496,-0.10783282667398453
0.2111484557390213,0.050097834318876266
0.004225286655128002,-0.033945292234420776
-0.18683217465877533,-0.14085975289344788
-0.048587046563625336,-0.057087600231170654
0.08010388910770416,-0.006229223217815161
0.1692093163728714,0.032788943499326706
0.2573728859424591,0.10811445862054825
0.3069038689136505,0.21140903234481812
0.3062615990638733,0.3340386748313904
0.2638758420944214,0.4436107277870178
0.19036930799484253,0.5115419030189514
0.09178226441144943,0.5457038879394531
-0.03183427080512047,0.5553898215293884
-0.15248821675777435,0.5421192646026611
-0.23829220235347748,0.5060164928436279
-0.2844102084636688,0.4510990381240845
-0.2957596182823181,0.3703194260597229
-0.27787986397743225,0.2610691487789154
-0.24019108712673187,0.12499546259641647
-0.21962402760982513,-0.05796274542808533
-0.2279217392206192,-0.25747939944267273
-0.23494063317775726,-0.39108484983444214
-0.21711041033267975,-0.4583531320095062
-0.17996598780155182,-0.4977158308029175
