GowunDodum-Regular,S
PoorStory-Regular,S
-0.0829852819442749,-0.5102287530899048
0.07649961113929749,-0.5276839137077332
0.23119741678237915,-0.4792613983154297
0.29440298676490784,-0.36670222878456116
0.31992074847221375,-0.2321339249610901
0.29531750082969666,-0.07879387587308884
0.204483762383461,0.07466185092926025
-0.005833090282976627,-0.019002344459295273
-0.17944824695587158,-0.12569676339626312
-0.04471632093191147,-0.03752719983458519
0.07629517465829849,0.01591365970671177
0.16508883237838745,0.056305985897779465
0.25307604670524597,0.1285400092601776
0.30253055691719055,0.22894011437892914
0.30160462856292725,0.3496462404727936
0.2576799988746643,0.4591325521469116
0.18098697066307068,0.5273882746696472
0.07852468639612198,0.5617817640304565
-0.045154228806495667,0.5705335736274719
-0.1597149521112442,0.5545217394828796
-0.240886390209198,0.5161438584327698
-0.2850586771965027,0.460580438375473
-0.295110821723938,0.3791981339454651
-0.2749823033809662,0.2719337046146393
-0.2360064834356308,0.13954325020313263
-0.2150278091430664,-0.03777962550520897
-0.22250978648662567,-0.23002219200134277
-0.22854290902614594,-0.3588158190250397
-0.20960651338100433,-0.424775630235672
-0.17180025577545166,-0.4639015793800354
