Eczar-Regular,O
LobsterTwo-Italic,O
0.029544692486524582,-0.5866943597793579
0.15063871443271637,-0.6011781692504883
0.20843978226184845,-0.591059148311615
0.28760719299316406,-0.5609803199768066
0.35533732175827026,-0.5130771994590759
0.41423505544662476,-0.4444250464439392
0.46216753125190735,-0.34656649827957153
0.4895041286945343,-0.220825657248497
0.49267861247062683,-0.08602491766214371
0.47683626413345337,0.05343574658036232
0.44674932956695557,0.1873701959848404
0.4002690315246582,0.31035053730010986
0.33448123931884766,0.42353925108909607
0.24803665280342102,0.5157722234725952
0.14068691432476044,0.5725296139717102
0.023824775591492653,0.6006039381027222
-0.08157902210950851,0.5980592370033264
-0.17416508495807648,0.5613489747047424
-0.252468079328537,0.49266380071640015
-0.3108362555503845,0.3920981287956238
-0.34602466225624084,0.25373926758766174
-0.35509246587753296,0.10877113044261932
-0.3430979549884796,-0.018629496917128563
-0.3158353269100189,-0.13660356402397156
-0.2711334526538849,-0.2547004222869873
-0.20984159409999847,-0.361288458108902
-0.1425345242023468,-0.4424271285533905
-0.08150496333837509,-0.4968459904193878
-0.03189001604914665,-0.5304210186004639
0.008041568100452423,-0.5505849123001099
