PoiretOne-Regular,D
OdibeeSans-Regular,D
-0.17896857857704163,-0.5896731019020081
0.00955139845609665,-0.5906023383140564
0.09982297569513321,-0.5689346194267273
0.16507284343242645,-0.5337978005409241
0.2178385853767395,-0.48516225814819336
0.25986528396606445,-0.4207795560359955
0.2909001111984253,-0.33248016238212585
0.3078240752220154,-0.20596319437026978
0.3123534321784973,-0.05875660479068756
0.30841389298439026,0.06407187134027481
0.3001292943954468,0.16263815760612488
0.28460752964019775,0.26444268226623535
0.2542584240436554,0.36925098299980164
0.2062554508447647,0.46167251467704773
0.14326247572898865,0.5229539275169373
0.06805805116891861,0.5541799068450928
-0.019620083272457123,0.5746786594390869
-0.11922983080148697,0.5860628485679626
-0.20295283198356628,0.5817791223526001
-0.2493600696325302,0.5751689672470093
-0.2645086348056793,0.5756454467773438
-0.2668764591217041,0.5535099506378174
-0.2639797627925873,0.47152066230773926
-0.26390260457992554,0.27995049953460693
-0.2649329602718353,-0.02903921902179718
-0.26593953371047974,-0.32743164896965027
-0.26333895325660706,-0.4863321781158447
-0.2599976658821106,-0.5446621179580688
-0.2551201283931732,-0.5695763230323792
-0.2307272106409073,-0.580836296081543
