SofiaSans[wdth,wght],L
BeVietnamPro-ThinItalic,L
0.27725425362586975,0.5869970917701721
0.280635803937912,0.585629940032959
0.30133751034736633,0.5868822336196899
0.29068276286125183,0.5833025574684143
0.2654127776622772,0.5829979181289673
0.21790796518325806,0.5825561285018921
0.1564163714647293,0.5843398571014404
0.09824852645397186,0.5825854539871216
0.04114415496587753,0.5822054147720337
-0.03254900872707367,0.5873321294784546
-0.10845397412776947,0.5843620300292969
-0.1564982682466507,0.5743481516838074
-0.1793917864561081,0.5667802095413208
-0.19175031781196594,0.5616163611412048
-0.19859685003757477,0.5490168333053589
-0.19997887313365936,0.5204325914382935
-0.19854453206062317,0.4590674638748169
-0.19726555049419403,0.3359586000442505
-0.1968814730644226,0.14636628329753876
-0.19745653867721558,-0.06062743812799454
-0.19782878458499908,-0.219265878200531
-0.1963462233543396,-0.31045001745224
-0.19589175283908844,-0.36096128821372986
-0.19611719250679016,-0.39297136664390564
-0.1964174211025238,-0.41155895590782166
-0.19846509397029877,-0.4207952320575714
-0.20062397420406342,-0.42535263299942017
-0.20150986313819885,-0.42815154790878296
-0.20081187784671783,-0.4303737282752991
-0.19860798120498657,-0.4322703182697296
