SofiaSans[wdth,wght],L
BeVietnamPro-ThinItalic,L
0.28638145327568054,0.5972023010253906
0.2825472056865692,0.5926429033279419
0.30152109265327454,0.5927516222000122
0.28697505593299866,0.5900344848632812
0.2550608813762665,0.5914396643638611
0.2028389722108841,0.5912685394287109
0.1397615522146225,0.5919934511184692
0.08077231794595718,0.589398980140686
0.019718725234270096,0.589996337890625
-0.06119634956121445,0.5952881574630737
-0.1403036117553711,0.5909202098846436
-0.18974779546260834,0.5812658071517944
-0.2143879234790802,0.5775139331817627
-0.22691532969474792,0.5771244168281555
-0.23135167360305786,0.5661059617996216
-0.23009490966796875,0.5344254970550537
-0.2268970012664795,0.46152007579803467
-0.22135445475578308,0.3230023682117462
-0.21369947493076324,0.12354076653718948
-0.20804637670516968,-0.09269244223833084
-0.20310521125793457,-0.2591598629951477
-0.1975381076335907,-0.3546353578567505
-0.1948133260011673,-0.4073214530944824
-0.19396314024925232,-0.4411461651325226
-0.19296538829803467,-0.46070438623428345
-0.19345723092556,-0.47048282623291016
-0.193904846906662,-0.47565793991088867
-0.19302326440811157,-0.47901931405067444
-0.19064068794250488,-0.48147881031036377
-0.18694522976875305,-0.4832320809364319
