SofiaSans[wdth,wght],L
BeVietnamPro-ThinItalic,L
0.2919654846191406,0.6062465906143188
0.2820178270339966,0.5999000072479248
0.3003085255622864,0.5994420051574707
0.2813369631767273,0.5975109338760376
0.24290531873703003,0.5996943712234497
0.18624581396579742,0.5995547771453857
0.12114005535840988,0.599631667137146
0.06023985147476196,0.59666907787323
-0.007598101161420345,0.5988061428070068
-0.09758680313825607,0.6033928990364075
-0.17847807705402374,0.5968868136405945
-0.2291911393404007,0.5885555744171143
-0.2568041682243347,0.5892931222915649
-0.2705274224281311,0.5914504528045654
-0.2729262411594391,0.5775251388549805
-0.27071893215179443,0.5325233340263367
-0.2663237154483795,0.43499141931533813
-0.25166067481040955,0.28415608406066895
-0.2314128428697586,0.08517056703567505
-0.21510058641433716,-0.13341566920280457
-0.20242036879062653,-0.3064713776111603
-0.1920945644378662,-0.40637120604515076
-0.18685659766197205,-0.4601355791091919
-0.18500398099422455,-0.4938579499721527
-0.1827898621559143,-0.512852132320404
-0.1818433254957199,-0.5217596888542175
-0.1808166205883026,-0.5259299874305725
-0.17862556874752045,-0.5282636284828186
-0.1752510517835617,-0.5297747254371643
-0.17091093957424164,-0.5307642221450806
