SofiaSans[wdth,wght],L
BeVietnamPro-ThinItalic,L
0.2909628748893738,0.6163954734802246
0.27375438809394836,0.6133007407188416
0.29492801427841187,0.61235511302948
0.268574982881546,0.6106492280960083
0.2180597186088562,0.6138482093811035
0.15101058781147003,0.614883303642273
0.07967263460159302,0.6133768558502197
0.00988822616636753,0.6102085113525391
-0.08215028047561646,0.6151952743530273
-0.18894526362419128,0.6147676706314087
-0.27013784646987915,0.6058590412139893
-0.32510340213775635,0.6068397760391235
-0.35696864128112793,0.6173561811447144
-0.36165979504585266,0.6182937622070312
-0.351472944021225,0.5832770466804504
-0.3455682694911957,0.4854634404182434
-0.3259188234806061,0.3412434458732605
-0.2886892557144165,0.14702124893665314
-0.24626033008098602,-0.09684515744447708
-0.20978033542633057,-0.3291086256504059
-0.18477581441402435,-0.4783574044704437
-0.17225003242492676,-0.5499643087387085
-0.16762705147266388,-0.5820926427841187
-0.16665327548980713,-0.5951617956161499
-0.1671208292245865,-0.5995731353759766
-0.1659654825925827,-0.6009916067123413
-0.16296111047267914,-0.6016987562179565
-0.1587095409631729,-0.6022725105285645
-0.1536334753036499,-0.6027553081512451
-0.1478944569826126,-0.6030899882316589
