SofiaSans[wdth,wght],L
BeVietnamPro-ThinItalic,L
0.29326799511909485,0.6099424362182617
0.2807208001613617,0.6034935712814331
0.29930126667022705,0.6028151512145996
0.27820849418640137,0.601158082485199
0.2368137389421463,0.6035089492797852
0.1779024600982666,0.6035363674163818
0.11152781546115875,0.6033351421356201
0.04917554557323456,0.600305438041687
-0.0232685599476099,0.6032577753067017
-0.11790193617343903,0.6070732474327087
-0.19908744096755981,0.5995895862579346
-0.25048238039016724,0.5926936268806458
-0.27961254119873047,0.5960794687271118
-0.29312676191329956,0.5989170074462891
-0.2934128940105438,0.5823992490768433
-0.2907502055168152,0.5267335176467896
-0.2845933735370636,0.41610637307167053
-0.26480770111083984,0.2589908838272095
-0.23882342875003815,0.055152468383312225
-0.21700800955295563,-0.1671402007341385
-0.20017068088054657,-0.3411106765270233
-0.18767432868480682,-0.4394270181655884
-0.18182240426540375,-0.4913339912891388
-0.17944738268852234,-0.5222612619400024
-0.17719997465610504,-0.5384016633033752
-0.17622201144695282,-0.5453524589538574
-0.17479906976222992,-0.5483479499816895
-0.17215707898139954,-0.5499575734138489
-0.16842718422412872,-0.5510118007659912
-0.1638474017381668,-0.5517184734344482
