SofiaSans[wdth,wght],L
BeVietnamPro-ThinItalic,L
0.2896581292152405,0.601942241191864
0.28262946009635925,0.5962550044059753
0.3010669946670532,0.5960559248924255
0.28431621193885803,0.5937533378601074
0.24904149770736694,0.595659613609314
0.19457341730594635,0.5954712629318237
0.1305590569972992,0.5958352088928223
0.07076410949230194,0.5930056571960449
0.006694386247545481,0.5943342447280884
-0.07865136116743088,0.5994048118591309
-0.15886558592319489,0.5939855575561523
-0.20894597470760345,0.5847668647766113
-0.23499628901481628,0.583133339881897
-0.24819402396678925,0.5842471122741699
-0.2517814636230469,0.572190523147583
-0.24988554418087006,0.535275399684906
-0.2461654543876648,0.4511311948299408
-0.2364516258239746,0.30578845739364624
-0.22269290685653687,0.10670559853315353
-0.21206790208816528,-0.11045392602682114
-0.2035008668899536,-0.2803942859172821
-0.19558289647102356,-0.3785219192504883
-0.19153794646263123,-0.43214181065559387
-0.1902172714471817,-0.4665655493736267
-0.1885039359331131,-0.48651838302612305
-0.18810473382472992,-0.49634620547294617
-0.18769429624080658,-0.501329779624939
-0.18605203926563263,-0.5043549537658691
-0.1830735057592392,-0.5064111948013306
-0.1789681613445282,-0.5077857375144958
