Ligconsolata-Bold,A
Atma-Regular,A
0.0010412778938189149,-0.4110669493675232
0.049694593995809555,-0.2207658439874649
0.20561645925045013,0.28620073199272156
0.30107471346855164,0.5717698931694031
0.38970890641212463,0.640417218208313
0.328475683927536,0.6109654307365417
0.27944305539131165,0.5549534559249878
0.26136744022369385,0.4451022744178772
0.23527389764785767,0.344160258769989
0.19392400979995728,0.31529662013053894
0.1304813027381897,0.32090482115745544
0.056919172406196594,0.3234914243221283
-0.021938305348157883,0.32258784770965576
-0.0987166315317154,0.3196922242641449
-0.16447700560092926,0.3149662911891937
-0.21285206079483032,0.3212779760360718
-0.243452787399292,0.3666532635688782
-0.26731058955192566,0.4621693193912506
-0.29160958528518677,0.5613663196563721
-0.3499123454093933,0.6151466965675354
-0.36547067761421204,0.6243059635162354
-0.33622416853904724,0.6146076917648315
-0.3169301152229309,0.5867869853973389
-0.28964731097221375,0.4935198724269867
-0.22799335420131683,0.3412935435771942
-0.14760026335716248,0.10612641274929047
-0.06376616656780243,-0.1365724354982376
-0.0032813262660056353,-0.256227970123291
0.02547578513622284,-0.2978227138519287
0.03538675606250763,-0.31875744462013245
