BeVietnamPro-SemiBold,V
Tajawal-ExtraLight,V
0.5266458988189697,-0.6134325861930847
0.45819586515426636,-0.5648331642150879
0.4249376952648163,-0.5080899596214294
0.3197927474975586,-0.2140500694513321
0.19332005083560944,0.17881835997104645
0.11161893606185913,0.41997233033180237
0.061372969299554825,0.5077329874038696
0.03166896104812622,0.5300124883651733
0.00575688062235713,0.5357720851898193
-0.0220523439347744,0.5323886275291443
-0.05071702599525452,0.5180002450942993
-0.07842310518026352,0.49190080165863037
-0.1036776676774025,0.45348262786865234
-0.12651000916957855,0.40187767148017883
-0.14846870303153992,0.33705928921699524
-0.17143979668617249,0.2610847055912018
-0.1967145949602127,0.1773580014705658
-0.22478093206882477,0.08814090490341187
-0.25546175241470337,-0.005972940009087324
-0.288046658039093,-0.10293014347553253
-0.3213137984275818,-0.19701457023620605
-0.35320115089416504,-0.28206756711006165
-0.38046562671661377,-0.3554157316684723
-0.4016273021697998,-0.41525548696517944
-0.4181860685348511,-0.4608594477176666
-0.43175604939460754,-0.49570849537849426
-0.4425148665904999,-0.5220529437065125
-0.4500945508480072,-0.5395646095275879
-0.4542345106601715,-0.5492690205574036
-0.45501580834388733,-0.5538531541824341
