BeVietnamPro-SemiBold,V
Tajawal-ExtraLight,V
0.496395081281662,-0.582049548625946
0.44158244132995605,-0.5371832847595215
0.41232332587242126,-0.48730015754699707
0.31000852584838867,-0.202352836728096
0.18228361010551453,0.1888783574104309
0.09828250110149384,0.43456199765205383
0.04994973540306091,0.5242096781730652
0.02223600447177887,0.5471441745758057
-0.0011036316864192486,0.5517286062240601
-0.024865489453077316,0.5452200174331665
-0.04954533278942108,0.5268850326538086
-0.0745340883731842,0.4963640868663788
-0.09859184920787811,0.4527876675128937
-0.12152457982301712,0.39511585235595703
-0.144616037607193,0.32384711503982544
-0.16952472925186157,0.2421979308128357
-0.19720123708248138,0.1541086584329605
-0.2276894599199295,0.06108557805418968
-0.26048174500465393,-0.036798857152462006
-0.29458409547805786,-0.13602162897586823
-0.32811474800109863,-0.22887200117111206
-0.35780400037765503,-0.30923184752464294
-0.38115161657333374,-0.3748790919780731
-0.3992071747779846,-0.42512065172195435
-0.41403841972351074,-0.4628932774066925
-0.42615920305252075,-0.49166256189346313
-0.4350474774837494,-0.5116176009178162
-0.44058746099472046,-0.5233168601989746
-0.44264647364616394,-0.5291014313697815
-0.44211122393608093,-0.5315482020378113
