BeVietnamPro-SemiBold,V
Tajawal-ExtraLight,V
0.3994446098804474,-0.4706917405128479
0.38003018498420715,-0.4500766098499298
0.3672005534172058,-0.41437235474586487
0.27620938420295715,-0.15935131907463074
0.1477542370557785,0.21937698125839233
0.056811243295669556,0.4773229658603668
0.013001623563468456,0.5762894153594971
-0.004243555013090372,0.6007671356201172
-0.012263193726539612,0.5995466709136963
-0.021305300295352936,0.5839722156524658
-0.03504062071442604,0.5554745197296143
-0.053943976759910583,0.5127232670783997
-0.0777396559715271,0.4532623887062073
-0.10537678748369217,0.3762529194355011
-0.13608171045780182,0.2851946949958801
-0.16982011497020721,0.1859314739704132
-0.20622117817401886,0.0807223841547966
-0.24416601657867432,-0.031034894287586212
-0.2813590168952942,-0.1426246017217636
-0.3138672411441803,-0.23993712663650513
-0.33877843618392944,-0.3149566352367401
-0.35793066024780273,-0.3690899908542633
-0.37425437569618225,-0.4069358706474304
-0.38751161098480225,-0.43115678429603577
-0.39733919501304626,-0.4452052712440491
-0.4034169018268585,-0.4525896906852722
-0.40571412444114685,-0.45575764775276184
-0.4054642915725708,-0.45659106969833374
-0.40385207533836365,-0.4564037024974823
-0.40136435627937317,-0.4558258354663849
