BeVietnamPro-SemiBold,V
Tajawal-ExtraLight,V
0.5552477836608887,-0.6408752202987671
0.47256025671958923,-0.5910959839820862
0.4369872510433197,-0.527706503868103
0.3294004201889038,-0.22618088126182556
0.20450398325920105,0.16745923459529877
0.12496572732925415,0.4048489034175873
0.07231418788433075,0.49193575978279114
0.04040852189064026,0.5139619708061218
0.013082156889140606,0.5204716920852661
-0.017514975741505623,0.5198917388916016
-0.04991545155644417,0.5094408392906189
-0.08086872100830078,0.48763370513916016
-0.10809337347745895,0.4538673162460327
-0.13155588507652283,0.4074762761592865
-0.15303826332092285,0.3482036888599396
-0.17471827566623688,0.2772678732872009
-0.1981882005929947,0.1973974108695984
-0.22427892684936523,0.1110907718539238
-0.2531360387802124,0.01952820084989071
-0.28426289558410645,-0.07565632462501526
-0.31666329503059387,-0.1700810194015503
-0.34903019666671753,-0.25802719593048096
-0.3790219724178314,-0.3364012837409973
-0.4036109149456024,-0.40402287244796753
-0.42258813977241516,-0.45808520913124084
-0.43766850233078003,-0.4991677701473236
-0.4499431550502777,-0.530723512172699
-0.4592438042163849,-0.5533533096313477
-0.46525320410728455,-0.5671444535255432
-0.46758750081062317,-0.5741643905639648
